FarmerID,Gender,Age,HaveHandPhone,isTrained,FarmSize (Hectare),FarmProduction (Kg),SalesQuota (Kg),Sales Last Year (Kg),Number of Farm,Number Of Trees,FarmerStatus
732507897101,Male,55,Yes,1,"1,35",690,1014,"299,2586",3,1300,Good
732507910101,Male,80,Yes,1,"1,13",740,1040,"550,2781",2,910,Good
732507911101,Male,46,Yes,1,"1,33",620,910,"457,5995",2,1500,Bad
732507951101,Male,40,Yes,1,"1,05",316,416,"316,39",3,1050,Bad
732507958101,Male,2,Yes,1,"1,07",420,650,"164,49",2,950,Bad
732507963101,Male,60,Yes,1,"1,19",778,975,"579,54",3,1050,Bad
732507968101,Male,53,Yes,1,"1,35",370,1144,"370,31",3,1250,Good
732507998101,Male,43,Yes,1,2,920,1196,"808,69",1,1500,Good
732508033101,Male,44,Yes,1,"1,8",1000,1560,"555,82",2,1450,Good
732508034101,Male,53,Yes,1,2,960,1300,"109,65",3,1500,Good
732508037101,Male,48,Yes,1,"1,8",1240,1690,"120,5",2,1300,Good
732508190101,Male,58,Yes,1,"1,5",902,1235,"271,67",2,1200,Good
732508195101,Female,36,Yes,1,"1,5",880,1235,"483,97",2,1200,Good
732508236101,Male,45,Yes,1,2,1214,1586,"958,98",2,1500,Good
732508238101,Male,39,Yes,1,"1,5",832,1105,"683,56",1,1075,Good
732508242101,Female,42,Yes,1,2,1192,1560,"648,28",1,1300,Good
732508243101,Female,2,No,1,2,816,"1060,8","713,71",1,1200,Good
732508244101,Male,36,Yes,1,2,1158,1300,"223,49",1,1300,Good
732508249101,Male,39,Yes,1,2,1000,1274,"922,29",1,1200,Good
732508252101,Male,39,Yes,1,2,1238,"1609,4","221,07",1,1400,Good
732508255101,Female,44,Yes,1,2,1269,1560,"1269,14",1,1400,Good
732508882101,Male,30,Yes,1,"1,83",1362,1703,"410,99",3,1600,Good
732508886101,Male,34,Yes,1,2,1326,1755,"531,57",1,1650,Good
732508895101,Male,38,Yes,1,2,812,1040,"439,7",1,1400,Good
732508901101,Male,47,Yes,1,"1,5",810,1066,"572,43",1,1300,Good
732508908101,Male,36,Yes,1,"1,5",730,1001,"527,23",2,1095,Good
732508910101,Female,24,Yes,1,"1,75",782,"1107,6",449,2,1110,Good
732508912101,Male,62,Yes,1,"1,5",830,1079,"334,5",2,680,Good
732508920101,Female,48,Yes,1,2,840,1118,"706,32",1,1500,Good
732508932101,Male,50,Yes,1,2,972,1248,"613,39",1,1200,Good
732508939101,Male,47,Yes,1,"1,5",960,1248,"415,39",1,1000,Good
732508978101,Male,51,Yes,1,"1,5",550,"656,5","549,5",1,650,Bad
732508981101,Male,33,Yes,1,2,526,650,"526,14",1,750,Bad
732508991101,Male,62,Yes,1,2,920,"1241,5","143,4",1,1800,Good
732508992101,Male,46,No,1,"1,5",1197,1430,"1197,08",2,1460,Good
732508994101,Male,50,Yes,1,2,1112,"1433,9","399,92",1,1400,Good
732508998101,Male,62,Yes,1,2,1112,1430,"887,2",1,1350,Good
732509003101,Male,55,Yes,1,"1,54",1220,1430,"1104,45",3,1600,Good
732509004101,Male,62,Yes,1,"2,13",1004,1430,"902,86",1,1600,Good
732509005101,Male,45,Yes,1,"2,13",1035,1430,"860,81",2,1600,Good
732509007101,Female,26,Yes,1,"1,1",590,845,"417,8",2,850,Bad
732509017101,Male,55,Yes,1,"1,3",740,975,155,2,1000,Bad
732509026101,Male,43,Yes,1,2,780,1053,"531,99",1,1500,Good
732509028101,Male,38,Yes,1,2,780,1066,"480,93",1,1500,Good
732509032101,Female,34,Yes,1,2,914,1170,"913,77",1,1500,Good
732509045101,Male,41,Yes,1,2,1200,1690,"841,58",1,1600,Good
732509047101,Female,37,Yes,1,"1,19",665,845,"665,17",1,850,Bad
732509048101,Male,23,Yes,1,2,998,1560,"774,31",1,1600,Good
732509049101,Female,34,Yes,1,"1,04",600,845,"593,25",2,850,Bad
732509050101,Female,47,Yes,1,"1,22",500,780,"448,39",1,1200,Bad
732509054101,Female,32,Yes,1,"1,51",660,910,"606,88",2,1150,Bad
732509055101,Female,41,Yes,1,2,820,1014,"542,44",1,900,Good
732509057101,Male,61,No,1,"1,8",654,1352,"654,17",2,1200,Good
732509063101,Male,64,Yes,1,"1,5",1010,1365,"542,91",3,1050,Good
732509075101,Male,32,Yes,1,"1,5",760,988,"637,59",1,900,Bad
732509502101,Female,,Yes,1,"1,3",940,1235,,1,1250,Good
732509503101,Male,,Yes,1,3,1090,1625,,2,1860,Good
732510494101,Male,43,No,1,"1,7",740,1040,,1,1540,Good
732510503101,Male,43,No,1,"1,57",960,1248,,1,1000,Good
732510504101,Female,50,No,1,"1,1",720,910,,1,700,Bad
732510506101,Male,35,No,1,"1,18",888,1105,,1,850,Good
732510507101,Male,36,No,1,"2,2",1480,1950,,1,1500,Good
732510508101,Male,41,No,1,"1,05",792,975,,1,800,Bad
732510512101,Female,42,No,1,"2,6",1440,1820,,1,1500,Good
732510513101,Male,44,No,1,"1,71",1100,1430,,1,1200,Good
732510515101,Female,38,No,1,"1,14",744,975,,1,765,Bad
732510516101,Female,60,No,1,"1,63",960,1235,,1,1010,Good
732510517101,Male,46,No,1,"1,13",720,910,,1,770,Bad
732510518101,Male,56,No,1,"1,82",1312,1690,,1,1413,Good
732510519101,Male,47,No,1,"1,73",1200,1560,,1,1200,Good
732510520101,Female,31,No,1,"1,81",1200,1560,,1,1200,Good
732510565101,Male,46,No,1,"1,5",660,975,,2,1350,Bad
732510567101,Male,54,No,1,"2,28",910,1300,,2,2300,Good
732510570101,Female,57,No,1,"1,05",500,676,,3,1050,Bad
732510583101,Male,38,No,1,"2,5",920,1196,,1,1800,Good
732510587101,Male,32,No,1,"1,5",460,715,,1,700,Bad
732510593101,Male,43,No,1,"1,5",1120,1456,,1,1400,Good
732510594101,Male,33,No,1,"1,5",960,1248,,1,1000,Good
732510595101,Male,31,No,1,"1,5",1040,1352,,1,950,Good
732510597101,Male,53,No,1,"1,8",840,1092,,1,1600,Good
732510598101,Male,47,Yes,1,2,716,949,,1,1500,Bad
732510599101,Male,28,No,1,2,368,416,,1,1200,Bad
732510600101,Male,32,No,1,2,610,689,,1,1500,Bad
732510604101,Female,29,No,1,"1,5",552,780,,1,850,Bad
732510606101,Male,52,No,1,2,900,1235,,1,1320,Good
732510608101,Male,51,No,1,2,718,"942,5",,1,1300,Bad
732510624101,Male,25,No,1,2,452,598,,1,1450,Bad
732510625101,Male,44,No,1,"1,5",720,975,,1,1200,Bad
732510629101,Male,49,No,1,"1,5",1120,1456,,1,1300,Good
731300001101,Male,54,Yes,1,"1,92",1300,1310,1215,2,1450,Good
731300002101,Male,42,Yes,1,"1,19",560,560,1535,3,700,Bad
731300010101,Male,55,Yes,1,"1,54",888,825,2916,2,720,Bad
731300014101,Male,52,Yes,1,"1,59",555,575,1464,3,770,Bad
731300021101,Male,65,Yes,1,"1,14",740,750,441,2,760,Bad
731300024101,Female,26,Yes,1,"1,13",730,590,289,2,710,Bad
731300033101,Female,45,Yes,1,"2,36",1602,1610,246,1,2100,Good
731300035101,Male,44,Yes,1,"1,5",605,610,1288,1,1300,Bad
731300039101,Male,33,Yes,1,"1,2",920,750,747,1,1020,Bad
731300041101,Male,65,Yes,1,2,1202,1215,1061,1,1500,Good
731300043101,Female,58,No,1,2,1284,1295,1116,1,1450,Good
731300048101,Female,37,Yes,1,"1,2",664,667,750,1,870,Bad
731300050101,Female,40,No,1,2,1322,1335,1069,1,1600,Good
731300051101,Female,56,Yes,1,"2,3",980,985,1097,1,1220,Bad
731300056101,Male,48,No,1,2,1368,1375,1484,1,1750,Good
731300058101,Male,74,Yes,1,2,1368,1380,1332,1,1600,Good
731300059101,Female,34,No,1,2,1236,1250,1134,1,1400,Good
731300060101,Male,46,Yes,1,"1,65",778,785,1289,2,1200,Bad
731300061101,Female,41,Yes,1,"1,2",472,477,394,1,650,Bad
731300062101,Male,50,Yes,1,2,1266,1275,1122,1,1300,Good
731300065101,Male,52,Yes,1,"1,24",860,860,1291,1,800,Bad
731300066101,Male,63,No,1,"1,25",710,720,644,1,820,Bad
731300068101,Male,45,No,1,2,1014,1019,996,1,1130,Good
731300069101,Male,55,Yes,1,"1,9",1288,1300,1166,1,1320,Good
731300076101,Male,56,Yes,1,2,1200,1230,1336,1,1500,Good
731300079101,Male,27,Yes,1,"1,7",1160,1180,1152,1,1300,Good
731300083101,Female,48,Yes,1,"1,5",688,700,801,1,1000,Bad
731300087101,Female,43,Yes,1,2,1300,1320,551,1,1600,Good
731300090101,Male,43,Yes,1,"1,7",1120,1140,898,1,1000,Good
731300132101,Female,64,Yes,1,2,1068,1174,1024,1,1850,Good
731300147101,Female,46,Yes,1,2,894,916,455,2,1504,Bad
731300196101,Male,57,Yes,1,"1,5",692,720,631,1,1110,Bad
731300209101,Male,60,Yes,1,2,960,1000,1075,1,1350,Good
731300266101,Male,32,Yes,1,"2,5",1730,1745,1506,2,1900,Good
731300281101,Male,42,Yes,1,2,900,1000,1075,1,1400,Good
731300283101,Female,57,Yes,1,2,1208,1220,1256,1,1550,Good
731300290101,Male,62,Yes,1,2,1236,1240,1082,1,1760,Good
731300296101,Male,49,Yes,1,2,728,732,1147,1,970,Bad
731300297101,Female,52,Yes,1,2,910,915,592,1,1700,Bad
731300300101,Male,36,Yes,1,"8,1",418,422,347,1,530,Bad
731300309101,Female,35,Yes,1,"1,5",682,682,623,1,880,Bad
731300311101,Male,51,Yes,1,"1,53",1012,1016,393,2,1320,Good
731300312101,Female,23,Yes,1,2,708,713,525,1,830,Bad
731300316101,Female,31,Yes,1,2,755,760,687,1,1230,Bad
731300317101,Female,38,Yes,1,"1,5",572,578,414,1,925,Bad
731300320101,Female,56,Yes,1,"1,5",768,768,418,1,850,Bad
731300321101,Female,43,Yes,1,2,757,762,564,1,1125,Bad
731300323101,Female,46,Yes,1,"1,5",586,592,479,1,700,Bad
731300326101,Male,61,Yes,1,"2,67",940,1000,715,1,2000,Good
731300327101,Male,37,Yes,1,"1,8",680,700,351,2,1300,Bad
731300336101,Male,54,Yes,1,"1,51",910,1050,705,2,1150,Good
731300337101,Male,66,Yes,1,"2,01",1210,1300,893,2,1450,Good
731300338101,Female,61,Yes,1,"2,1",1380,1500,663,1,1420,Good
731300339101,Female,67,Yes,1,"1,5",680,750,713,1,1000,Bad
731300341101,Male,67,Yes,1,"1,23",708,770,610,2,950,Bad
731300342101,Male,44,Yes,1,"1,5",580,600,677,1,1100,Bad
731300343101,Male,75,Yes,1,"1,56",930,1050,719,2,1200,Good
731300345101,Male,59,Yes,1,"1,4",834,940,707,3,1260,Bad
731300349101,Male,50,Yes,1,"1,04",586,650,488,3,785,Bad
731300351101,Male,40,Yes,1,"1,4",444,500,517,1,500,Bad
731300364101,Male,75,Yes,1,"1,5",422,500,498,1,800,Bad
731300366101,Male,56,Yes,1,2,952,1000,1062,1,1400,Good
731300368101,Male,61,Yes,1,"1,5",680,700,617,1,1200,Bad
731300369101,Male,63,Yes,1,"1,52",880,1060,883,1,1300,Good
731300375101,Male,40,Yes,1,"1,5",860,900,885,1,1200,Bad
731300408101,Male,60,Yes,1,2,1036,1050,1198,1,1700,Good
731300409101,Male,62,No,1,2,1094,1115,1688,1,1850,Good
731300410101,Male,68,Yes,1,"1,5",820,830,539,1,1330,Bad
731300413101,Female,54,Yes,1,2,1336,1350,1684,1,1740,Good
731300414101,Male,56,No,1,2,1368,1380,1434,1,1852,Good
731300420101,Female,57,No,1,2,1310,1320,619,1,1616,Good
731300427101,Male,59,Yes,1,2,1422,1435,868,1,1800,Good
731300428101,Male,54,No,1,"1,5",916,920,717,1,1450,Bad
731300441101,Male,57,Yes,1,2,1270,1300,1230,1,1400,Good
731300453101,Female,64,Yes,1,2,1236,1250,1495,1,1520,Good
731300460101,Female,30,Yes,1,"1,3",682,800,1599,1,1350,Bad
731300496101,Male,37,Yes,1,"1,5",980,1000,1178,1,1200,Good
731300502101,Male,43,Yes,1,"1,5",1060,1100,1484,1,880,Good
731300507101,Male,42,Yes,1,2,960,1000,1366,1,1500,Good
731300516101,Male,61,Yes,1,"1,5",740,800,809,1,930,Bad
731300534101,Female,67,Yes,1,"1,5",900,920,792,1,920,Bad
731300545101,Female,39,Yes,1,"1,5",890,900,1057,1,1230,Bad
731300547101,Male,46,Yes,1,2,1212,1220,1318,1,1535,Good
731300550101,Male,57,Yes,1,"1,5",900,900,880,1,1050,Bad
731300555101,Female,43,Yes,1,"1,2",700,710,865,1,1030,Bad
731300562101,Male,39,Yes,1,"1,5",720,740,644,1,1120,Bad
731300588101,Male,44,Yes,1,"1,1",364,400,446,1,575,Bad
731300589101,Male,65,Yes,1,"1,3",734,800,893,1,1150,Bad
731300592101,Male,23,Yes,1,"1,5",268,300,343,1,1175,Bad
731300595101,Male,55,Yes,1,"1,7",1120,1120,243,2,1280,Good
731300597101,Male,54,Yes,1,"2,55",560,600,207,1,1480,Bad
731300599101,Male,58,Yes,1,"1,38",916,926,1456,3,1076,Bad
731300600101,Male,60,Yes,1,"1,4",750,800,883,1,1600,Bad
731300610101,Male,63,Yes,1,"1,6",620,650,1153,1,1100,Bad
731300624101,Female,52,Yes,1,2,1248,1260,1328,1,1600,Good
731300631101,Male,50,No,1,"1,35",988,1000,884,1,1270,Good
731300636101,Male,77,Yes,1,2,588,600,636,1,1200,Bad
731300639101,Male,33,Yes,1,"1,4",456,470,497,1,580,Bad
731300640101,Male,53,Yes,1,"1,91",860,900,884,1,1800,Bad
731300641101,Male,51,Yes,1,2,660,680,725,1,1500,Bad
731300644101,Female,62,Yes,1,"1,62",504,520,545,1,700,Bad
731300646101,Male,59,Yes,1,2,892,920,878,1,1400,Bad
731300650101,Male,60,Yes,1,"1,5",272,300,215,1,1100,Bad
731300651101,Male,46,Yes,1,"1,16",648,650,682,1,850,Bad
731300655101,Male,45,Yes,1,"1,62",420,435,462,1,570,Bad
731300663101,Male,62,Yes,1,"1,5",990,1030,972,1,1300,Good
731300673101,Male,49,Yes,1,"1,34",492,470,628,3,940,Bad
731300678101,Male,35,Yes,1,"1,5",850,950,664,1,1100,Bad
731300687101,Male,57,Yes,1,"1,5",740,800,607,1,1100,Bad
731300696101,Female,56,No,1,"1,1",514,600,483,1,800,Bad
731300703101,Male,40,No,1,"1,1",524,600,885,2,925,Bad
731300707101,Male,29,Yes,1,"1,5",432,500,800,1,700,Bad
731300716101,Female,34,Yes,1,2,1102,1105,1554,1,1700,Good
731300718101,Male,77,Yes,1,"1,3",930,940,875,1,800,Bad
731300723101,Male,57,Yes,1,2,1062,1065,1496,1,1650,Good
731300726101,Male,42,Yes,1,3,1514,1520,2140,1,2400,Good
731300729101,Female,42,Yes,1,2,1036,1040,1044,1,1300,Good
731300731101,Male,44,Yes,1,2,1036,1040,876,1,1400,Good
731300732101,Male,54,Yes,1,2,1088,1095,1316,1,1600,Good
731300735101,Male,44,Yes,1,2,1082,1090,1044,1,1400,Good
731300744101,Male,55,Yes,1,"1,5",520,600,630,1,780,Bad
731300746101,Male,79,Yes,1,2,660,700,1091,1,1300,Bad
731300747101,Male,64,Yes,1,"1,4",680,650,552,1,1120,Bad
731300748101,Male,57,Yes,1,"1,5",730,800,835,1,960,Bad
731300751101,Male,56,Yes,1,2,1140,1145,956,1,1450,Good
731300755101,Male,42,Yes,1,"1,97",680,750,1137,1,1260,Bad
731300761101,Male,34,Yes,1,2,508,550,560,1,1500,Bad
731300762101,Female,26,Yes,1,"1,5",928,1000,533,1,1200,Good
731300768101,Male,67,Yes,1,"2,69",802,820,344,1,1800,Bad
731300802101,Male,60,Yes,1,"1,25",870,750,774,1,1000,Bad
731300806101,Male,32,Yes,1,"1,7",874,885,1100,1,1600,Bad
731300822101,Male,51,Yes,1,"1,5",766,775,578,1,1324,Bad
731300825101,Female,58,Yes,1,"1,4",982,995,960,2,1295,Bad
731300827101,Male,51,Yes,1,"1,5",790,800,581,1,1250,Bad
731300832101,Male,48,Yes,1,"1,5",1034,1050,744,2,1345,Good
731300834101,Male,31,Yes,1,"1,3",680,690,359,1,1000,Bad
731300836101,Female,47,Yes,1,2,1012,1020,1061,1,1771,Good
731300850101,Male,87,Yes,1,2,1330,1340,910,1,1500,Good
731300890101,Male,45,Yes,1,2,860,1000,878,1,1400,Good
731300894101,Male,50,No,1,2,632,650,681,1,650,Bad
731300895101,Female,25,No,1,2,352,350,185,1,400,Bad
731300900101,Female,35,Yes,1,2,1130,1139,1060,1,1600,Good
731300903101,Female,46,No,1,2,580,650,701,2,750,Bad
731300908101,Female,42,Yes,1,2,820,830,894,1,1050,Bad
731300911101,Male,53,Yes,1,"1,28",750,760,591,1,820,Bad
731300919101,Male,71,No,1,"1,18",810,820,749,1,926,Bad
731300924101,Male,46,Yes,1,"1,46",756,765,494,1,857,Bad
731300926101,Female,65,Yes,1,"1,48",610,620,577,2,800,Bad
731300927101,Male,43,Yes,1,"1,31",386,390,415,1,860,Bad
731300934101,Male,36,Yes,1,"1,05",728,735,492,1,850,Bad
731300943101,Female,34,Yes,1,"1,4",350,355,100,1,600,Bad
731300944101,Male,67,Yes,1,"1,4",380,390,172,1,750,Bad
731300947101,Female,68,Yes,1,"1,2",600,620,414,1,700,Bad
731300955101,Male,59,Yes,1,2,940,1000,388,1,1000,Good
731300981101,Female,34,Yes,1,3,1888,1890,2146,1,2500,Good
731300982101,Female,43,Yes,1,3,1840,1900,910,1,1600,Good
731300983101,Male,63,Yes,1,"2,2",730,800,909,1,1200,Bad
731300984101,Female,27,Yes,1,2,890,950,370,1,700,Bad
731300987101,Male,22,Yes,1,"1,1",590,600,445,1,600,Bad
731301008101,Male,62,Yes,1,"1,47",750,770,1097,1,1100,Bad
731301014101,Male,70,Yes,1,2,860,900,1341,1,1500,Bad
731301023101,Female,70,Yes,1,"1,35",858,880,609,2,1100,Bad
731301026101,Male,43,Yes,1,"1,5",660,700,821,1,900,Bad
731301027101,Male,59,No,1,"1,35",870,890,819,3,920,Bad
731301032101,Male,32,Yes,1,2,1368,1455,590,2,1420,Good
731301044101,Male,44,Yes,1,"1,92",940,1000,391,1,1450,Good
731301053101,Male,55,Yes,1,"1,42",798,950,664,1,945,Bad
731301056101,Male,35,Yes,1,"1,06",768,770,715,1,850,Bad
731301096101,Male,48,Yes,1,2,820,830,1413,1,1700,Bad
731301108101,Male,52,Yes,1,"2,4",848,860,836,1,1300,Bad
731301113101,Male,55,Yes,1,"1,5",450,500,292,1,980,Bad
731301131101,Male,38,Yes,1,"1,25",390,450,282,1,500,Bad
731301134101,Male,47,Yes,1,"1,75",870,930,324,2,1200,Bad
731301148101,Female,47,No,1,2,1220,1230,976,1,1450,Good
731301149101,Male,52,No,1,2,1140,1150,1208,1,1440,Good
731301150101,Female,36,Yes,1,2,1200,1230,1249,1,1500,Good
731301151101,Female,32,Yes,1,"1,5",900,920,954,1,1150,Bad
731301156101,Male,43,No,1,2,1200,1221,1208,1,1450,Good
731301157101,Male,65,No,1,2,1200,1220,1301,1,1550,Good
731301159101,Male,45,Yes,1,"1,5",780,800,827,1,1000,Bad
731301161101,Female,34,Yes,1,2,1200,1220,1290,1,1520,Good
731301163101,Female,45,Yes,1,2,1200,1220,1322,1,1540,Good
731301169101,Male,36,Yes,1,2,1180,1200,1207,1,1450,Good
731301177101,Male,31,Yes,1,2,1100,1120,1208,1,1450,Good
731301180101,Male,59,Yes,1,2,1200,1220,1297,1,1530,Good
731301182101,Male,44,Yes,1,2,1200,1220,1322,1,1510,Good
731301184101,Male,40,Yes,1,"1,64",820,830,753,1,900,Bad
731301185101,Male,49,Yes,1,"1,5",922,927,1240,1,1020,Bad
731301189101,Female,45,No,1,"1,99",1220,1240,1411,1,1600,Good
731301190101,Male,55,Yes,1,"1,1",660,670,1233,1,800,Bad
731301191101,Male,30,No,1,"1,73",350,360,1240,1,320,Bad
731301193101,Male,36,Yes,1,2,1240,1250,1233,1,1450,Good
731301196101,Male,40,Yes,1,"1,13",640,660,696,1,750,Bad
731301197101,Male,45,Yes,1,"1,91",640,660,697,1,750,Bad
731301210101,Male,25,Yes,1,2,1120,1140,1328,1,1550,Good
731301212101,Female,34,Yes,1,2,1140,1160,1330,1,1550,Good
731301213101,Male,50,Yes,1,2,1140,1160,1325,1,1600,Good
731301222101,Male,86,Yes,1,2,1220,1240,1316,1,1500,Good
731301224101,Male,51,Yes,1,2,1140,1160,1317,1,1520,Good
731301225101,Female,38,Yes,1,"1,5",620,640,677,1,1050,Bad
731301269101,Male,54,Yes,1,2,960,970,677,1,1350,Bad
731301275101,Male,46,Yes,1,2,1280,1300,1411,1,1600,Good
731301280101,Female,51,Yes,1,2,1350,1360,698,2,1440,Good
731301283101,Male,59,Yes,1,"1,84",1140,1160,1236,1,1420,Good
731301284101,Male,51,Yes,1,"1,93",1220,1240,1405,1,1600,Good
731301286101,Male,37,Yes,1,"1,9",1220,1240,1271,1,1600,Good
731301287101,Male,31,Yes,1,2,1220,1240,1315,1,1600,Good
731301288101,Male,35,Yes,1,"1,93",1220,1250,1402,1,1600,Good
731301289101,Male,50,Yes,1,2,1180,1185,1404,1,1600,Good
731301290101,Male,41,Yes,1,2,1012,1015,1317,1,1400,Good
731301295101,Female,48,Yes,1,2,1180,1200,1326,1,1500,Good
731301300101,Female,37,Yes,1,2,1180,1200,1323,1,1500,Good
731301321101,Male,40,Yes,1,"1,07",600,620,662,1,650,Bad
731301326101,Male,44,Yes,1,2,1552,1500,1275,1,1600,Good
731301336101,Female,58,Yes,1,2,1250,1300,1235,1,1700,Good
731301399101,Male,39,Yes,1,2,584,600,,1,1340,Bad
731301404101,Male,53,No,1,2,652,650,,1,1250,Bad
731301406101,Male,51,No,1,2,528,550,,1,1000,Bad
731301407101,Male,60,No,1,2,252,261,,1,600,Bad
731301408101,Male,78,No,1,2,360,350,,1,670,Bad
731301410101,Male,32,Yes,1,"1,3",400,450,,1,805,Bad
731301413101,Female,42,Yes,1,"2,6",400,450,,2,515,Bad
731301414101,Male,58,Yes,1,2,840,850,,1,1250,Bad
731301425101,Male,67,Yes,1,"1,5",660,660,,1,900,Bad
731301439101,Male,60,Yes,1,"1,82",920,930,,1,940,Bad
731301441101,Male,37,No,1,"1,65",802,820,,1,825,Bad
731301444101,Male,41,No,1,"1,26",608,720,,1,520,Bad
731301445101,Male,38,Yes,1,"1,44",722,730,,2,900,Bad
731301447101,Male,44,No,1,2,1050,1120,,1,1420,Good
731301451101,Male,55,Yes,1,"1,63",890,900,,1,925,Bad
731301453101,Male,59,Yes,1,"1,57",725,740,,1,830,Bad
731301454101,Male,47,No,1,"1,11",582,590,,1,620,Bad
731301456101,Male,47,Yes,1,"1,4",701,720,,1,735,Bad
731301463101,Male,61,Yes,1,"5,8",2380,2400,,2,3650,Good
731301464101,Male,53,Yes,1,"1,83",944,980,,2,1400,Bad
731301465101,Male,59,No,1,"1,15",620,630,,1,850,Bad
731301471101,Female,33,Yes,1,2,860,870,,1,1150,Bad
731301472101,Male,50,Yes,1,"1,3",490,500,,1,1000,Bad
731301475101,Male,42,No,1,"1,2",490,500,,1,950,Bad
731301479101,Female,64,No,1,3,1200,1300,,1,2100,Good
731301481101,Male,47,No,1,"1,1",520,600,,1,750,Bad
731301484101,Male,42,No,1,2,950,960,,1,1050,Bad
731301485101,Male,40,Yes,1,"4,3",1136,1155,,3,1630,Good
731301487101,Female,36,Yes,1,2,852,860,,1,1150,Bad
731301495101,Male,43,Yes,1,"1,46",470,550,,1,700,Bad
731301496101,Male,64,Yes,1,"1,15",545,488,,1,540,Bad
731301500101,Male,59,No,1,"1,1",502,510,,1,560,Bad
731301502101,Male,31,No,1,"1,28",654,660,,1,640,Bad
731301506101,Male,42,Yes,1,"1,14",594,600,,1,640,Bad
731301517101,Male,56,No,1,"1,16",619,630,,1,650,Bad
731301518101,Male,36,No,1,"2,06",1012,1020,,1,1320,Good
731301527101,Male,35,Yes,1,"1,7",1080,1200,,1,1200,Good
731301537101,Male,46,No,1,2,1220,1400,,1,1400,Good
731301540101,Male,45,No,1,2,1100,1300,,1,1500,Good
731301543101,Male,32,No,1,2,1120,1300,,1,1500,Good
731301546101,Male,31,No,1,"1,4",740,850,,1,1000,Bad
731301552101,Male,40,No,1,4,1440,1450,,1,2500,Good
731301553101,Male,58,No,1,2,740,750,,1,1050,Bad
731301554101,Female,52,Yes,1,"1,5",618,620,,1,1100,Bad
731301555101,Male,42,No,1,2,930,935,,1,1250,Bad
731301556101,Male,55,No,1,2,1060,1070,,1,1300,Good
731301557101,Male,60,No,1,2,1070,1080,,1,1600,Good
731301559101,Female,60,No,1,2,870,875,,1,1300,Bad
731301560101,Female,64,No,1,"1,5",860,865,,1,1200,Bad
731301561101,Female,40,Yes,1,2,1020,1030,,1,1450,Good
731301562101,Male,38,No,1,"1,5",860,870,,1,1200,Bad
731301565101,Male,41,No,1,2,840,850,,1,1250,Bad
731301567101,Male,60,No,1,"1,9",980,1000,,1,1150,Good
731301568101,Male,59,No,1,"1,77",710,715,,1,1200,Bad
731301569101,Female,31,No,1,"1,91",780,790,,1,1250,Bad
731301571101,Male,57,No,1,2,920,930,,1,1300,Bad
731301573101,Male,45,No,1,2,960,965,,1,1450,Bad
731301575101,Male,47,Yes,1,2,980,990,,1,1350,Bad
731301577101,Male,45,No,1,2,780,790,,1,1150,Bad
731301578101,Male,36,No,1,2,670,680,,1,1250,Bad
731301588101,Male,49,No,1,"1,8",512,600,,1,1000,Bad
731301593101,Male,64,No,1,2,1000,1050,,1,1600,Good
731301594101,Male,29,No,1,2,608,650,,1,1250,Bad
731301599101,Male,45,No,1,"1,2",460,500,,1,850,Bad
731301601101,Male,53,Yes,1,"1,46",230,250,,1,550,Bad
731301615101,Male,68,Yes,1,"2,54",720,740,,1,1600,Bad
731301628101,Male,56,No,1,"1,5",920,760,,1,1100,Bad
731301631101,Male,67,Yes,1,3,1360,1370,,1,1500,Good
731301645101,Male,54,Yes,1,2,1320,1500,,1,1400,Good
731301647101,Male,51,No,1,3,1240,1250,,1,1600,Good
731301648101,Male,42,No,1,2,1100,1300,,1,1500,Good
731301651101,Male,57,No,1,"1,5",880,1000,,1,1000,Good
731301663101,Male,39,Yes,1,2,1020,1200,,1,1400,Good
731301664101,Male,51,No,1,2,1240,1250,,1,1400,Good
731301677101,Male,46,No,1,2,1020,1025,,1,1450,Good
731301680101,Male,50,Yes,1,2,930,935,,1,1300,Bad
731301681101,Male,51,No,1,2,820,830,,1,1250,Bad
731301683101,Male,22,No,1,2,920,930,,1,1250,Bad
731301685101,Male,37,No,1,2,720,730,,1,1200,Bad
760400086101,Male,37,No,1,2,920,1350,,1,1400,Good
760400088101,Male,62,Yes,1,"1,2",380,555,"325,2559",1,1200,Bad
760400143101,Male,54,Yes,1,"1,55",216,345,"444,2489",1,1000,Bad
760400164101,Male,60,No,1,2,626,1050,,1,1550,Good
760400168101,Male,47,Yes,1,"1,5",384,600,"551,5324",1,1000,Bad
760400182101,Male,62,Yes,1,"1,5",680,1050,"470,9988",1,1000,Good
760400283101,Male,62,Yes,1,2,424,525,"153,9567",1,800,Bad
760400573101,Male,38,Yes,1,"1,5",406,"646,5","151,9649",1,750,Bad
760400576101,Male,40,Yes,1,"1,75",1082,"1675,5","267,0076",2,1600,Good
760400824101,Male,58,Yes,1,"1,5",836,1269,"106,7895",1,750,Good
760401009101,Male,57,Yes,1,"1,5",626,"961,5","83,8486",1,1000,Bad
760401014101,Female,59,Yes,1,"1,5",718,"1096,5","152,9446",1,1000,Good
760401021101,Male,55,Yes,1,"1,5",554,"856,5","98,2201",1,1200,Bad
760401506101,Male,39,Yes,1,"1,2",878,"1324,5","58,9919",1,700,Good
760401631101,Female,52,Yes,1,"1,5",144,255,"90,5758",2,700,Bad
760401804101,Female,42,Yes,1,2,498,789,"62,2355",1,1000,Bad
