FarmerID,Gender,Age,HaveHandPhone,isTrained,FarmSize (Hectare),FarmProduction (Kg),SalesQuota (Kg),Sales Last Year (Kg),Number of Farm,Number Of Trees,FarmerStatus
721003213101,Male,38,No,1,"1,5",962,1300,,2,1400,Good
721003216101,Male,52,Yes,1,2,1360,1872,,3,2000,Good
721003217101,Male,47,Yes,1,2,1448,1937,,2,2000,Good
721003218101,Female,57,Yes,1,"4,5",2720,3718,,5,3700,Good
721003219101,Male,30,Yes,1,3,1840,2535,,2,2500,Good
721003220101,Male,66,Yes,1,2,1200,1638,,2,1600,Good
721003221101,Male,71,Yes,1,4,2560,3380,,2,3400,Good
721003224101,Female,39,Yes,1,5,2744,3601,,5,4275,Good
721003226101,Male,58,Yes,1,"2,5",1264,1651,,2,2300,Good
721003231101,Male,31,Yes,1,"1,5",880,"951,6",,2,1420,Bad
721003232101,Female,46,No,0,"2,5",1180,"1584,7",,3,2330,Good
721003238101,Male,50,Yes,1,"1,29",720,949,,1,1000,Bad
721003240101,Male,57,Yes,1,"2,22",1140,1495,,1,2000,Good
721003241101,Male,53,Yes,1,2,1435,"1883,7",,3,2000,Good
721003243101,Female,59,Yes,1,"1,37",720,962,,1,1000,Bad
721003253101,Female,42,Yes,1,3,1855,2496,,2,2500,Good
721003257101,Female,41,No,1,"1,5",880,1170,,1,1220,Good
721003260101,Female,55,No,1,2,1350,1781,,1,1850,Good
721003273101,Male,34,Yes,1,3,1820,2470,,3,2750,Good
721003274101,Male,48,Yes,1,2,1160,1599,,1,1900,Good
721003286101,Male,53,Yes,1,"2,25",1000,1300,,1,1000,Good
721003303101,Male,38,Yes,1,2,1273,"1644,5",,2,1750,Good
721003304101,Male,61,Yes,1,"1,7",1248,1625,,2,1600,Good
721003309101,Male,65,Yes,1,2,1040,1404,,2,1400,Good
721003312101,Male,33,Yes,1,5,2000,2678,,3,3600,Good
721003314101,Female,63,Yes,1,2,1480,"1683,5",,2,1600,Good
721003317101,Female,58,Yes,1,2,835,"1111,5",,1,1700,Good
721003320101,Male,37,Yes,1,2,895,"1396,2",,2,1500,Good
721003321101,Male,36,No,0,3,1405,"2191,8",,2,2500,Good
721003326101,Male,29,No,0,"2,5",1015,"1583,4",,2,2000,Good
721003328101,Male,45,Yes,1,2,760,"1185,6",,2,1450,Good
721003342101,Male,28,No,1,"2,5",970,"1513,2",,3,2000,Good
721003407101,Female,36,Yes,1,"2,5",1313,1742,,4,2370,Good
721003417101,Female,40,Yes,1,2,1045,"1371,5","35,4575",1,1700,Good
721003418101,Male,67,Yes,1,"4,75",2435,"3308,5","277,0959",3,3600,Good
721003420101,Male,45,Yes,1,"4,75",2805,3900,"569,5273",4,3600,Good
721003425101,Female,48,Yes,1,2,1030,1339,,2,1650,Good
721005345101,Male,50,Yes,1,"5,2",1640,"2203,5",,2,3500,Good
721005346101,Male,50,Yes,1,3,2299,"2918,5",,3,3300,Good
721005347101,Male,50,Yes,1,2,1196,"1834,3",,1,500,Good
721005350101,Male,50,Yes,1,"1,16",700,"773,5",,2,1020,Bad
721005351101,Male,50,Yes,1,"1,41",852,"1133,6",,2,1090,Good
721005352101,Female,50,Yes,1,"1,82",1200,1326,,3,1670,Good
721005353101,Male,50,No,1,"2,3",1312,"1710,8",,1,1600,Good
721005355101,Male,50,Yes,1,"2,85",1706,"2112,5",,2,2350,Good
721005360101,Male,53,Yes,1,"1,86",888,1209,,2,1500,Good
721005362101,Male,38,Yes,1,"1,86",856,1170,,2,1500,Good
721005364101,Female,53,Yes,1,2,600,910,,1,1600,Bad
721005365101,Female,47,Yes,1,"2,05",620,845,,1,1400,Bad
721005366101,Male,35,Yes,1,"1,03",560,780,,1,1000,Bad
721005367101,Female,41,Yes,1,"1,3",524,728,,1,1300,Bad
721005369101,Female,42,Yes,1,"1,75",680,"980,2",,2,1533,Bad
721005374101,Male,61,No,1,2,600,910,,1,1600,Bad
721005376101,Male,44,Yes,1,"4,4",1660,2210,,1,3600,Good
721005384101,Male,44,Yes,1,2,960,"1435,2",,1,1600,Good
721005391101,Female,50,Yes,1,2,914,1235,,2,1500,Good
721005396101,Female,47,Yes,1,2,860,1170,,1,1400,Good
721005398101,Male,32,Yes,1,"1,5",750,1092,,2,1250,Good
721005400101,Male,50,Yes,1,2,916,1248,,2,1700,Good
721005459101,Male,41,Yes,1,"1,34",315,429,,1,600,Bad
721005465101,Male,50,Yes,1,"1,38",545,754,,2,600,Bad
721005486101,Male,35,Yes,0,"1,74",1032,"1354,6",,1,1496,Good
721005490101,Female,50,No,0,"1,5",900,1300,,1,1150,Good
721005491101,Female,44,No,0,"4,5",2630,3497,,4,4250,Good
721200001101,Male,50,No,1,3,1005,1430,,1,2500,Good
721200002101,Male,50,No,1,2,1150,1560,,1,1800,Good
721200003101,Male,50,No,1,5,3035,"4010,5",,4,4250,Good
721200005101,Male,50,No,1,2,1403,1833,,1,1500,Good
721200007101,Male,50,No,1,6,1925,2535,,1,3500,Good
721200009101,Male,50,No,1,"2,94",1335,1989,,2,2200,Good
721200011101,Male,50,No,1,"2,6",1455,1950,,2,2100,Good
721200013101,Male,38,Yes,1,"2,99",448,624,,2,2600,Bad
721200015101,Male,53,Yes,1,"8,06",1510,2236,,2,6000,Good
721200016101,Male,54,No,1,"3,44",540,728,,1,2100,Bad
721200019101,Male,49,No,1,"2,25",800,1079,,1,1900,Good
721200029101,Male,61,Yes,1,"11,52",6850,9165,,4,9555,Good
721200036101,Male,52,Yes,1,"4,48",2350,2860,,1,3600,Good
721200047101,Male,51,Yes,1,"1,27",695,910,,1,800,Bad
721200050101,Male,52,Yes,1,"10,5",4622,6032,,4,7050,Good
721200051101,Male,50,No,1,2,1090,1430,,1,1350,Good
721200054101,Male,50,No,1,5,1850,2470,,1,4600,Good
721200057101,Male,50,No,1,"4,5",2890,3835,,2,5200,Good
721200058101,Male,50,No,1,3,1300,1729,,1,2250,Good
721200061101,Male,63,No,1,4,840,1118,,1,3000,Good
721200063101,Male,50,No,1,"1,5",980,1300,,1,1500,Good
721200064101,Male,50,No,1,2,980,1339,,2,1400,Good
721200065101,Male,50,No,1,3,1290,1729,,2,2600,Good
721200067101,Male,50,No,1,4,1595,2119,,2,2900,Good
721200070101,Male,50,No,1,"1,5",805,1079,,1,1300,Good
721200072101,Male,35,No,1,"2,91",990,1300,,1,2000,Good
721200074101,Male,46,No,1,"6,55",1381,1911,,4,4610,Good
721200076101,Male,51,Yes,1,"3,73",804,1118,,3,4120,Good
721200079101,Male,30,Yes,1,"3,21",1017,"1385,8",,2,2100,Good
721200082101,Male,27,Yes,1,"1,2",198,260,,1,550,Bad
721200083101,Male,28,Yes,1,"1,19",174,260,,1,600,Bad
721200084101,Male,29,Yes,1,"1,32",464,624,,1,800,Bad
721200085101,Male,53,Yes,1,"1,43",628,845,,2,1400,Bad
721200087101,Male,35,Yes,1,"4,25",1450,2015,,2,3150,Good
721200088101,Male,61,Yes,1,"4,25",1315,1755,,2,2200,Good
721200089101,Male,34,Yes,1,"2,6",1130,1495,,1,1800,Good
721200092101,Male,35,Yes,1,"1,5",405,546,,1,900,Bad
721200093101,Male,41,Yes,1,"1,25",750,988,,1,1700,Bad
721200095101,Male,38,Yes,1,2,730,975,,1,1300,Bad
721200099101,Male,47,No,1,"3,3",1495,2002,,2,2400,Good
721200100101,Male,44,No,1,"6,29",1550,2080,,1,5000,Good
721200101101,Male,58,No,1,"1,3",715,949,,1,1000,Bad
721200104101,Male,50,No,1,"1,13",730,975,,1,1000,Bad
721200105101,Male,58,No,1,5,1625,2184,,3,4100,Good
721200107101,Male,52,No,1,"1,5",775,1027,,1,1200,Good
721200111101,Male,50,No,1,"3,47",1829,2509,,3,2500,Good
721200115101,Male,50,Yes,1,8,1880,2561,,3,5900,Good
721200116101,Male,47,Yes,1,"1,5",540,715,,1,1200,Bad
721200117101,Male,43,Yes,1,"3,1",1045,1365,,1,2800,Good
721200118101,Male,41,Yes,1,"3,17",920,1235,,1,2600,Good
721200121101,Male,45,Yes,1,"7,6",1200,1625,,1,6500,Good
721200122101,Male,26,Yes,1,"3,3",1000,1430,,1,2500,Good
721200123101,Male,55,No,1,"5,5",1240,1690,,1,4500,Good
721200124101,Male,51,Yes,1,"3,8",1050,1430,,1,3500,Good
721200125101,Male,64,Yes,1,5,1600,2171,,2,4500,Good
721200126101,Male,45,Yes,1,"1,3",480,650,,1,1100,Bad
721200128101,Male,39,Yes,1,2,1140,1508,,1,1800,Good
721200130101,Male,53,Yes,1,2,755,1014,,1,1000,Good
721200131101,Male,46,Yes,1,2,1055,1417,,1,1800,Good
721200132101,Male,42,Yes,1,2,1055,1404,,1,1700,Good
721200134101,Male,44,Yes,1,2,1005,1326,,1,1400,Good
721200136101,Male,32,Yes,1,2,1035,"1363,7",,1,1800,Good
721200137101,Male,38,Yes,1,2,1117,1495,,2,1800,Good
721200144101,Male,59,Yes,1,2,598,806,,2,1500,Bad
721200149101,Male,50,Yes,1,"2,75",250,351,,1,1800,Bad
721200151101,Male,60,No,1,"1,03",374,520,,2,700,Bad
721200152101,Male,50,Yes,1,"2,74",758,"1012,7",,2,2700,Good
721200156101,Male,41,No,1,"4,65",718,"967,2",,2,3750,Bad
721200162101,Male,60,No,1,"3,36",348,468,,1,3000,Bad
721200163101,Male,51,Yes,1,"2,5",636,858,,2,2400,Bad
721200165101,Male,61,No,1,2,262,"353,6",,1,1800,Bad
721200166101,Male,50,No,1,6,2426,3224,,2,5700,Good
721200168101,Male,50,No,1,2,1425,1898,,2,1980,Good
721200173101,Male,50,No,1,2,1100,1469,,1,1800,Good
721200181101,Male,56,Yes,1,"3,37",1050,1430,,1,3000,Good
721200182101,Male,48,No,1,"2,5",765,1014,,1,2000,Good
721200183101,Male,36,No,1,"1,4",595,780,,1,1000,Bad
721200184101,Male,43,Yes,1,"1,2",460,650,,1,800,Bad
721200185101,Male,34,Yes,1,"2,1",955,1300,,2,1700,Good
721200186101,Male,31,Yes,1,"1,28",570,780,,1,1000,Bad
721200187101,Male,30,Yes,1,"1,2",615,819,,1,1100,Bad
721200189101,Male,55,Yes,1,"2,76",925,1235,,1,2400,Good
721200190101,Male,46,Yes,1,"2,3",700,1040,,1,1800,Good
721200191101,Male,53,Yes,1,"1,85",900,1196,,1,1800,Good
721200192101,Male,54,Yes,1,"1,85",950,1274,,1,1600,Good
721200194101,Male,43,Yes,1,"1,2",525,702,,1,1000,Bad
721200201101,Male,48,Yes,1,"1,5",725,962,,1,1500,Bad
721200204101,Female,49,Yes,1,2,525,"705,9",,1,900,Bad
721200206101,Male,50,No,1,"1,77",360,481,,1,1400,Bad
721200207101,Male,50,No,1,"2,1",212,"288,6",,1,1000,Bad
721200209101,Male,50,No,1,"6,16",388,"517,4",,1,5000,Bad
721200210101,Male,50,No,1,"1,96",252,"340,6",,1,1400,Bad
721200212101,Male,50,No,1,2,804,"1071,2",,2,1800,Good
721200213101,Male,50,No,1,"1,55",432,"574,6",,1,1350,Bad
721200214101,Male,50,No,1,"2,66",764,"1019,2",,2,1800,Good
721200215101,Male,50,No,1,"6,13",832,"990,6",,2,4800,Bad
721200216101,Male,50,No,1,"3,26",760,1014,,2,2500,Good
721200217101,Male,50,No,1,"2,56",466,"631,8",,2,2150,Bad
721200219101,Male,50,No,1,"1,56",186,"254,8",,1,1200,Bad
721200221101,Male,50,No,1,"1,57",246,"332,8",,1,1200,Bad
721200222101,Male,50,No,1,"3,29",454,"616,2",,2,2700,Bad
721200223101,Female,50,No,1,"4,69",316,"412,1",,1,3400,Bad
721200229101,Female,50,No,1,"2,3",230,312,,1,1850,Bad
721200231101,Male,50,No,1,"2,72",208,"283,4",,1,1900,Bad
721200233101,Male,50,No,1,"3,65",738,"985,4",,2,3150,Bad
721200234101,Male,50,No,1,"2,19",518,"686,4",,1,1800,Bad
721200237101,Male,55,Yes,1,2,1150,1521,,1,1800,Good
721200238101,Male,45,Yes,1,2,1035,1365,,1,1800,Good
721200240101,Male,32,Yes,1,2,955,1261,,1,1800,Good
721200243101,Male,43,No,1,2,1075,"1415,7",,1,1600,Good
721200244101,Male,42,No,1,"1,5",750,1027,,1,1300,Good
721200246101,Male,58,Yes,1,2,1130,1495,,1,1800,Good
721200248101,Male,55,Yes,1,2,558,"747,5",,1,1800,Bad
721200250101,Male,62,Yes,1,2,545,"739,7",,1,1800,Bad
721200253101,Male,42,No,1,2,560,767,,1,1800,Bad
721200254101,Male,60,Yes,1,2,1195,1573,,1,1800,Good
721200255101,Male,54,No,1,2,560,754,,1,1800,Bad
721200257101,Male,47,No,1,2,530,715,,1,1600,Bad
721200258101,Male,35,Yes,1,3,1360,1833,,2,2700,Good
721200259101,Male,41,No,1,3,1305,1716,,1,2700,Good
721200261101,Male,51,Yes,1,5,1345,1768,,1,3600,Good
721200262101,Male,60,Yes,1,2,510,689,,1,1800,Bad
721200264101,Male,40,Yes,1,2,695,923,,1,1600,Bad
721200273101,Male,50,Yes,1,"4,6",2025,2665,,1,3400,Good
721200281101,Male,50,Yes,1,"1,8",940,1300,,1,1400,Good
721200293101,Male,39,Yes,1,3,1248,1625,,1,1700,Good
721200294101,Male,50,Yes,1,2,1030,1365,,1,1500,Good
721200297101,Male,50,Yes,1,4,222,"301,6",,1,1800,Bad
721200303101,Male,44,Yes,1,2,830,1092,,1,1500,Good
721200316101,Male,50,Yes,1,3,2045,2704,,2,3000,Good
721200322101,Male,36,Yes,1,2,760,1001,,1,1400,Good
721200324101,Female,47,Yes,1,"1,15",580,780,,1,1000,Bad
721200327101,Male,50,Yes,1,"1,5",875,1144,,1,1200,Good
721200330101,Male,53,Yes,1,"1,43",384,"512,2",,1,1000,Bad
721200335101,Male,28,Yes,1,"2,8",1800,2405,,1,2500,Good
721200336101,Male,50,Yes,1,"2,3",1200,1625,,2,1850,Good
721200344101,Male,62,Yes,1,"1,57",626,845,,4,1070,Bad
721200347101,Male,54,Yes,1,3,1110,1495,,1,2500,Good
721200350101,Male,54,Yes,1,"9,91",2735,"3620,5",,3,5150,Good
721200352101,Male,50,Yes,1,"1,36",620,845,,1,1500,Bad
721200354101,Male,50,Yes,1,"2,7",1585,2106,,2,2400,Good
721200356101,Male,62,Yes,1,"7,73",2436,3211,,2,6850,Good
721200366101,Male,50,Yes,1,"3,2",1330,1755,,1,3200,Good
721200376101,Female,43,Yes,1,"3,02",614,"824,2",,2,2420,Bad
721200381101,Male,50,Yes,1,2,1000,1300,,1,1600,Good
721200386101,Male,44,Yes,1,"4,9",1200,1690,,1,4500,Good
721200390101,Male,50,Yes,1,4,2000,2990,,1,3400,Good
721200391101,Male,55,Yes,1,"1,6",823,1105,,1,920,Good
721200394101,Male,31,Yes,1,"1,29",822,1105,,2,1100,Good
721200395101,Male,45,Yes,1,"1,93",1330,1755,,2,2130,Good
721200396101,Male,38,Yes,1,"1,47",850,1170,,1,1200,Good
721200398101,Male,50,Yes,1,2,823,1105,,1,1350,Good
721200399101,Male,53,Yes,1,"4,78",1950,2665,,2,2800,Good
721200400101,Male,44,Yes,1,"1,5",913,1235,,1,1400,Good
721200401101,Male,50,Yes,1,"5,21",2905,3900,,2,4400,Good
721200403101,Male,66,Yes,1,"2,44",900,1235,,1,1600,Good
721200408101,Male,73,Yes,1,"2,38",1415,1885,,1,1800,Good
721200409101,Male,47,Yes,1,"5,41",1945,2691,,3,4550,Good
721200410101,Male,50,Yes,1,"2,99",1625,2210,,1,2100,Good
721200413101,Male,51,Yes,1,"1,15",710,975,,1,1000,Bad
721200414101,Male,43,Yes,1,"3,28",1025,1352,,1,1500,Good
721200415101,Male,66,Yes,1,"1,66",815,1105,,1,1200,Good
721200416101,Male,65,Yes,1,"4,22",2355,3185,,2,2900,Good
721200417101,Male,34,Yes,1,"2,55",1307,1768,,2,2000,Good
721200419101,Female,59,Yes,1,"1,93",865,1144,,1,1800,Good
721200426101,Male,42,Yes,1,4,1220,1625,,1,3700,Good
721200431101,Male,50,Yes,1,"3,63",1260,1677,,2,2900,Good
721200442101,Male,63,Yes,1,"2,01",1490,"1943,5",,1,1850,Good
721200447101,Male,50,Yes,1,"2,2",1020,1365,,1,1800,Good
721200451101,Male,30,Yes,1,2,234,"317,2",,1,1800,Bad
721200452101,Male,25,Yes,1,"1,99",1340,1820,,1,1700,Good
721200453101,Male,33,Yes,1,2,915,"1203,8",,1,1700,Good
721200459101,Male,23,Yes,1,4,1843,"2423,2",,2,3600,Good
721200460101,Male,50,Yes,1,2,1200,1690,,1,1700,Good
721200461101,Male,46,Yes,1,"3,03",1875,2483,,2,2620,Good
721200468101,Male,50,Yes,1,2,1420,1885,,1,1700,Good
721200469101,Male,33,Yes,1,3,1705,2262,,2,2700,Good
721200471101,Male,50,Yes,1,2,1050,1560,,1,1800,Good
721200475101,Male,55,Yes,1,"2,3",1170,1586,,2,1700,Good
721200476101,Male,37,Yes,1,"2,53",1685,2236,,2,2400,Good
721200478101,Male,50,Yes,1,2,1250,1690,,1,1700,Good
721200479101,Male,33,Yes,1,"1,5",955,1300,,2,1490,Good
721200480101,Male,50,Yes,1,"2,5",1746,2418,,2,2050,Good
721200483101,Male,33,Yes,1,"1,13",715,949,,1,950,Bad
721200485101,Male,45,Yes,1,"7,51",3570,4654,,3,5425,Good
721200489101,Male,50,Yes,1,"2,5",1175,1560,,1,2000,Good
721200492101,Male,42,Yes,1,"1,6",542,"721,5",,2,1214,Bad
721200503101,Male,50,Yes,1,"1,6",720,1040,,1,1300,Good
721200508101,Male,50,Yes,1,"2,2",1045,1560,,1,1900,Good
721200509101,Male,58,Yes,1,"2,25",1250,1612,,2,1550,Good
721200510101,Male,39,Yes,1,4,1300,1716,,1,3500,Good
721200511101,Male,50,Yes,1,"1,5",755,1001,,1,1700,Good
721200518101,Male,33,Yes,1,"1,72",234,"317,2",,1,1200,Bad
721200519101,Male,46,Yes,1,"1,1",490,650,,1,900,Bad
721200520101,Male,51,Yes,1,"1,12",384,"512,2",,1,850,Bad
721200528101,Male,50,Yes,1,2,810,1079,,1,1700,Good
721200541101,Male,25,Yes,1,"1,1",420,559,,1,800,Bad
721200546101,Male,44,Yes,1,"1,5",318,"426,4",,1,1200,Bad
721200547101,Male,55,Yes,1,"1,5",945,1287,,2,1400,Good
721200548101,Male,50,Yes,1,"1,2",750,1105,,1,1000,Good
721200557101,Male,52,Yes,1,"1,3",900,1235,,1,1200,Good
721200565101,Male,53,Yes,1,"1,11",350,494,,1,900,Bad
721200567101,Male,52,Yes,1,2,620,845,,1,1600,Bad
721200569101,Male,25,Yes,1,"2,1",720,975,,1,1400,Bad
721200570101,Male,50,Yes,1,"1,5",720,975,,1,1000,Bad
721200587101,Male,50,Yes,1,"1,44",917,1222,,2,1400,Good
721200589101,Male,48,Yes,1,"1,5",1035,1365,,1,1550,Good
721200603101,Male,50,Yes,1,2,1440,1898,,1,1800,Good
721200605101,Male,45,Yes,1,2,800,1066,,1,1600,Good
721200609101,Male,57,Yes,1,"1,05",740,975,,1,1000,Bad
721200613101,Male,50,Yes,1,2,1060,1430,,1,1700,Good
721200620101,Male,30,Yes,1,3,1780,2314,,1,1700,Good
721200622101,Male,56,Yes,1,"3,13",2194,2860,,1,2800,Good
721200626101,Male,33,Yes,1,3,1000,1339,,2,2200,Good
721200630101,Male,51,Yes,1,2,1025,1430,,1,1500,Good
721200638101,Male,56,Yes,1,2,1495,1950,,1,1800,Good
721200642101,Male,50,Yes,1,2,1060,1378,,1,1400,Good
721200653101,Male,50,Yes,1,"1,8",1155,1625,,2,1600,Good
721200661101,Male,50,Yes,1,"1,78",945,1261,,2,1500,Good
721200662101,Male,68,Yes,1,2,360,481,,1,1800,Bad
721200674101,Male,51,Yes,1,4,1145,1534,,1,3700,Good
721200677101,Male,50,Yes,1,12,5600,7670,,3,9200,Good
721200681101,Male,52,Yes,1,"2,28",376,"514,8",,2,900,Bad
721200687101,Male,50,Yes,1,3,1500,"2021,5",,1,2500,Good
721200688101,Male,50,Yes,1,2,1440,1950,,1,1700,Good
721200691101,Male,50,Yes,1,2,1150,1586,,1,1700,Good
721200694101,Male,55,Yes,1,"1,87",800,1066,,1,1800,Good
721200695101,Male,50,Yes,1,3,1300,1820,,1,1870,Good
721200704101,Male,50,Yes,1,"4,6",2590,3640,,3,3700,Good
721200706101,Male,56,Yes,1,"3,93",400,533,,1,3000,Bad
721200707101,Male,50,Yes,1,2,264,"356,2",,1,1800,Bad
721200713101,Male,57,Yes,1,2,995,1313,,1,1800,Good
721200714101,Male,64,Yes,1,2,1030,1365,,1,2000,Good
721200716101,Male,48,Yes,1,"3,75",1800,2379,,2,3000,Good
721200717101,Male,50,Yes,1,4,1720,2327,,3,3300,Good
721200722101,Male,62,Yes,1,3,1115,1469,,1,1800,Good
721200723101,Male,48,Yes,1,3,1280,1716,,2,1950,Good
721200724101,Male,30,Yes,1,"3,5",1680,2236,,2,2850,Good
721200726101,Male,47,Yes,1,3,1690,2249,,2,2400,Good
721200727101,Female,50,Yes,1,"2,2",1310,1768,,2,2100,Good
721200730101,Male,49,Yes,1,"2,88",400,533,,1,2000,Bad
721200732101,Male,51,Yes,1,3,308,"413,4",,1,2000,Bad
721200733101,Male,59,Yes,1,"4,27",891,"1197,3",,2,1600,Good
721200735101,Male,38,Yes,1,2,915,1235,,2,1200,Good
721200737101,Male,50,Yes,1,2,1008,1313,,1,1200,Good
721200744101,Male,69,Yes,1,"1,35",905,1313,,1,1500,Good
721200746101,Male,54,Yes,1,3,1035,1365,,1,2600,Good
721200750101,Male,49,Yes,1,2,660,884,,1,1250,Bad
721200751101,Male,50,Yes,1,"1,2",690,910,,1,1050,Bad
721200753101,Male,44,Yes,1,4,1055,1404,,1,3600,Good
721200756101,Male,51,Yes,1,2,1116,1456,,1,1400,Good
721200762101,Male,50,Yes,1,"1,11",350,468,,1,800,Bad
721200766101,Male,50,Yes,1,3,1740,2340,,1,2400,Good
721200768101,Male,44,Yes,1,"1,5",745,988,,1,1200,Bad
721200770101,Male,26,Yes,1,4,2055,2704,,2,3900,Good
721200771101,Male,72,Yes,1,"1,5",743,"982,8",,1,1500,Bad
721200775101,Male,46,Yes,1,2,925,"1228,5",,1,1500,Good
721200787101,Male,35,Yes,1,"2,4",1355,1820,,2,1900,Good
721200789101,Male,29,Yes,1,2,915,1209,,1,1700,Good
721200791101,Male,50,Yes,1,"2,5",715,936,,1,1350,Bad
721200792101,Male,50,Yes,1,4,2265,2951,,1,2300,Good
740807279101,Male,31,Yes,1,2,950,1300,"908,2196",1,1550,Good
740807284101,Male,34,Yes,1,"1,5",745,1040,"204,25",1,1040,Good
740807296101,Male,50,Yes,1,2,835,1105,0,1,1050,Good
740807354101,Male,51,Yes,1,2,840,1040,"648,5",1,1300,Good
740807359101,Male,53,No,1,2,765,1040,"798,9996",1,1400,Good
740807362101,Male,42,No,1,2,995,1300,"394,71",1,1240,Good
740807363101,Male,55,No,1,2,850,1170,"455,9996",1,1200,Good
740807374101,Male,46,No,1,2,700,910,"494,7596",1,1250,Bad
740807385101,Male,63,No,1,2,825,1170,"499,25",1,1150,Good
740807386101,Male,58,Yes,1,2,625,"812,5","151,25",1,1500,Bad
740807461101,Male,57,No,1,2,865,1170,0,1,1200,Good
740807471101,Female,43,Yes,1,2,810,1170,"95,5",1,1420,Good
740807474101,Male,48,No,1,2,1020,1430,"418,5",1,1415,Good
740807480101,Female,44,No,1,2,851,"1124,5","598,7496",1,1400,Good
740807481101,Male,32,No,1,2,870,1170,"598,7496",1,1425,Good
740807493101,Male,43,No,1,2,850,1170,"554,0696",1,1800,Good
740807523101,Male,62,No,1,2,1350,1820,"780,53",1,1600,Good
740807526101,Male,42,Yes,1,"1,5",820,1105,"494,82",1,1105,Good
740807553101,Male,50,Yes,1,2,995,1300,"256,41",1,1500,Good
740807554101,Male,50,No,1,2,870,1170,"124,5",1,1600,Good
740807560101,Male,24,No,1,2,900,1300,"120,29",1,1500,Good
740807561101,Male,32,No,1,2,1050,1430,"274,4",1,1300,Good
740807564101,Male,40,No,1,2,1058,1300,"414,32",1,800,Good
740807568101,Male,38,No,1,"1,5",700,975,"123,26",1,1000,Bad
740807569101,Male,50,No,1,"1,5",740,1105,"219,52",1,1100,Good
740807572101,Male,50,No,1,2,800,"1202,5","216,81",1,1230,Good
740807587101,Male,58,No,1,2,690,936,"290,81",1,1075,Bad
740807599101,Male,41,No,1,2,820,1066,0,1,1250,Good
740807604101,Male,43,No,1,"1,5",860,1170,"256,41",1,1150,Good
740807605101,Male,32,Yes,1,"1,5",810,1170,"94,5",1,1700,Good
740807634101,Male,55,No,1,3,1360,1755,,2,1745,Good
740807644101,Male,1,No,1,2,805,1170,"345,26",1,1300,Good
740807654101,Male,46,No,1,"1,5",810,1170,0,1,1110,Good
740807657101,Male,39,No,1,"1,5",575,780,"471,49",1,1025,Bad
740807660101,Male,40,No,1,2,995,1300,0,1,1125,Good
740807662101,Male,53,No,1,2,1080,1430,"414,32",1,1235,Good
740807696101,Male,51,Yes,1,2,900,1300,"209,25",1,1350,Good
740807699101,Male,46,Yes,1,2,530,780,0,1,1000,Bad
740807700101,Male,49,Yes,1,2,444,585,"342,06",1,1500,Bad
740807707101,Male,58,Yes,1,2,770,1040,0,1,1200,Good
740807715101,Female,60,Yes,1,2,770,910,"592,76",1,1500,Bad
740807722101,Male,34,Yes,1,2,1035,1430,0,1,1250,Good
740807725101,Male,40,No,1,"1,5",865,1170,"559,09",1,930,Good
740807729101,Male,44,Yes,1,2,930,1235,"138,81",1,1800,Good
740807737101,Male,64,Yes,1,2,1050,1560,,1,1660,Good
740807761101,Male,41,Yes,1,"1,75",1250,1625,"404,42",1,1575,Good
740807762101,Male,53,Yes,1,"2,5",2150,"2437,5","538,56",2,2500,Good
740807765101,Male,50,Yes,1,2,950,1235,"594,54",1,1800,Good
740807766101,Male,42,Yes,1,2,1020,1326,0,2,1800,Good
740807772101,Male,57,Yes,1,"1,5",850,1105,0,1,1500,Good
740807773101,Male,38,Yes,1,2,1120,1456,0,1,1500,Good
740807777101,Male,49,Yes,1,2,1040,1300,"138,11",1,2000,Good
740807778101,Male,48,Yes,1,2,500,650,"239,61",1,2000,Bad
740807824101,Male,40,Yes,1,"1,5",1050,1300,0,1,1500,Good
740807841101,Male,32,Yes,1,2,1020,1300,0,1,1800,Good
740807849101,Male,40,Yes,1,2,1290,1950,,1,1625,Good
740807863101,Male,46,No,1,2,990,1300,278,1,1400,Good
740807864101,Male,43,Yes,1,2,1020,1560,0,1,1800,Good
740807867101,Male,41,Yes,1,2,1026,1495,"372,6838",1,1800,Good
740807869101,Male,44,Yes,1,2,720,1040,0,1,1470,Good
740807870101,Male,61,No,1,"1,5",1020,1430,,2,1300,Good
740807871101,Male,45,Yes,1,2,810,1170,320,1,1700,Good
740807873101,Male,53,Yes,1,2,1020,1365,"373,913",1,1315,Good
740807962101,Male,63,Yes,1,2,550,780,"799,5",1,1600,Bad
740807973101,Female,40,Yes,1,2,1130,1560,"388,663",1,1600,Good
740807974101,Male,47,Yes,1,2,700,1040,0,2,1500,Good
740807981101,Male,54,Yes,1,2,850,1300,640,1,1600,Good
740807985101,Male,45,Yes,1,2,670,910,"1146,5",2,1500,Bad
740807987101,Male,37,Yes,1,2,1250,1690,"349,5",2,1600,Good
740807997101,Male,52,Yes,1,2,1300,1716,0,2,1600,Good
740807998101,Male,41,Yes,1,"1,5",475,650,0,2,1600,Bad
740807999101,Male,46,Yes,1,"2,5",560,676,"331,7496",3,1200,Bad
740808014101,Female,50,Yes,1,"1,5",250,325,"328,999",2,400,Bad
740808024101,Male,39,Yes,1,2,300,390,"221,7497",1,500,Bad
740808028101,Male,44,Yes,1,"1,5",310,468,"438,999",1,700,Bad
740808029101,Male,46,Yes,1,2,620,910,"351,4997",2,800,Bad
